,Voltage,Omega,poles,Temperature,Current,powerFactor,Frequency,efficiency
7753,452.7,119.0,2,320,10.8,0.5,314.0,95.92
7754,460.9,94.2,3,316,10.5,0.7,307.72,78.79
7755,402.6,99.7,3,324,9.5,0.6,314.0,91.28
7756,437.4,114.0,2,320,12.4,0.6,307.72,68.87
7757,442.0,102.2,2,324,11.4,0.6,314.0,59.74
7758,464.3,115.0,2,331,7.3,0.7,314.0,97.18
7759,404.8,102.6,2,324,7.3,0.6,314.0,83.06
7760,428.4,91.0,3,320,8.8,0.8,307.72,68.86
7761,472.3,109.7,2,323,10.7,0.5,314.0,91.05
7762,463.1,109.1,2,325,12.2,0.8,307.72,52.12
7763,435.3,87.3,3,322,11.7,0.6,307.72,67.64
7764,405.2,115.7,3,320,12.5,0.8,314.0,63.49
7765,437.0,101.9,3,324,12.9,0.6,307.72,79.65
7766,462.2,101.4,2,316,11.2,0.6,307.72,65.18
7767,406.5,85.2,3,325,10.7,0.8,314.0,50.97
7768,448.8,105.5,2,315,9.7,0.8,307.72,53.47
7769,421.5,98.8,2,329,7.2,0.8,314.0,59.27
7770,458.0,81.4,3,323,12.7,0.6,314.0,58.61
7771,433.5,86.0,2,327,8.7,0.5,307.72,67.92
7772,438.8,97.4,2,327,10.1,0.5,314.0,75.69
7773,453.9,97.6,3,315,12.5,0.8,314.0,56.49
7774,445.1,101.9,2,330,9.3,0.6,307.72,67.8
7775,418.7,82.8,3,330,9.6,0.6,314.0,66.0
7776,464.3,110.0,2,320,9.1,0.8,307.72,61.53
7777,430.8,113.6,3,318,11.5,0.7,314.0,84.86
7778,437.3,90.9,3,315,11.2,0.5,314.0,94.9
7779,431.0,93.2,3,324,7.4,0.8,307.72,86.86
7780,416.7,113.7,2,317,8.4,0.7,314.0,71.14
7781,444.0,110.8,2,327,10.6,0.7,314.0,59.87
7782,439.6,95.5,3,315,10.2,0.6,307.72,93.35
7783,439.3,102.3,3,319,10.1,0.7,307.72,82.3
7784,407.7,86.5,3,320,11.7,0.8,314.0,50.58
7785,434.0,102.9,3,320,12.5,0.5,314.0,93.2
7786,419.1,80.1,2,321,7.1,0.5,314.0,74.57
7787,455.3,112.2,3,325,12.1,0.7,314.0,82.76
7788,435.5,111.6,2,329,11.0,0.7,307.72,62.69
7789,432.0,99.4,2,322,8.7,0.7,307.72,64.07
7790,468.1,100.7,2,332,8.3,0.6,314.0,80.2
7791,457.3,109.0,2,321,10.2,0.8,307.72,54.46
7792,476.2,100.0,2,333,11.3,0.5,314.0,73.96
7793,423.5,107.5,3,332,12.8,0.7,314.0,64.7
7794,418.9,85.6,3,326,7.0,0.7,307.72,93.95
7795,461.9,115.4,3,315,11.8,0.8,307.72,78.89
7796,432.3,81.6,3,325,7.7,0.8,314.0,68.24
7797,403.1,106.0,2,320,8.4,0.5,314.0,93.71
7798,450.2,109.3,2,324,11.9,0.5,314.0,78.82
7799,408.8,104.1,2,325,10.7,0.7,307.72,50.51
7800,425.0,117.2,2,318,12.6,0.7,314.0,55.14
7801,420.6,85.3,3,320,12.0,0.5,307.72,78.61
7802,474.8,83.1,3,326,7.5,0.7,314.0,84.86
7803,438.3,119.5,3,321,12.8,0.8,314.0,75.73
7804,477.0,89.8,2,317,9.1,0.8,314.0,51.67
7805,436.3,86.3,3,327,8.8,0.8,314.0,65.65
7806,476.9,110.3,2,324,10.6,0.7,314.0,61.45
7807,401.9,106.0,2,334,8.7,0.8,307.72,53.51
7808,403.5,98.4,3,324,7.5,0.8,307.72,83.82
7809,454.7,116.5,3,318,12.7,0.8,314.0,71.71
7810,431.2,108.0,2,326,9.4,0.5,307.72,90.31
7811,478.2,96.9,2,332,9.8,0.7,307.72,54.9
7812,434.2,118.7,3,324,12.7,0.8,307.72,69.55
7813,470.8,94.3,3,326,8.6,0.8,307.72,87.47
7814,433.9,96.9,2,316,11.3,0.5,314.0,64.08
7815,418.8,87.2,2,316,8.4,0.7,307.72,56.48
7816,472.8,119.9,2,330,12.6,0.6,307.72,68.59
7817,445.2,83.6,3,321,8.8,0.7,307.72,78.59
7818,445.5,89.6,3,323,9.8,0.6,307.72,89.72
7819,471.7,112.2,3,318,12.3,0.8,314.0,71.43
7820,461.4,113.0,3,316,11.9,0.7,307.72,87.55
7821,471.4,87.8,3,332,8.2,0.6,314.0,99.82
7822,429.7,97.9,2,331,7.5,0.6,307.72,75.76
7823,479.3,80.4,3,319,11.9,0.6,314.0,61.18
7824,475.8,84.1,3,326,12.0,0.5,314.0,76.09
7825,464.5,93.2,2,319,8.9,0.8,314.0,52.79
7826,459.9,115.7,2,325,10.3,0.8,307.72,60.09
7827,443.7,88.0,3,317,9.4,0.8,314.0,64.23
7828,425.0,108.0,2,328,10.9,0.7,314.0,51.42
7829,408.9,109.5,2,330,9.8,0.5,307.72,80.82
7830,441.9,99.0,2,318,10.4,0.5,314.0,76.83
7831,437.7,105.1,3,325,11.9,0.8,307.72,69.04
7832,476.3,91.4,3,320,11.6,0.8,314.0,58.27
7833,414.7,119.3,2,331,9.1,0.7,314.0,73.31
7834,419.7,80.4,3,318,7.0,0.8,307.72,71.02
7835,479.1,87.6,2,319,10.0,0.6,307.72,63.77
7836,444.4,81.5,3,334,10.4,0.7,307.72,61.26
7837,440.7,92.2,2,318,10.0,0.7,307.72,53.82
7838,471.8,102.9,2,322,12.2,0.7,314.0,51.18
7839,463.7,81.4,3,320,8.8,0.6,314.0,84.44
7840,402.7,93.5,3,330,12.6,0.6,314.0,64.6
7841,452.2,83.7,3,321,9.0,0.7,307.72,72.19
7842,458.0,97.6,3,315,7.4,0.8,307.72,99.67
7843,434.0,90.7,2,332,7.7,0.5,314.0,85.75
7844,406.0,119.7,2,327,10.8,0.7,314.0,64.71
7845,442.8,113.5,2,319,12.3,0.5,307.72,77.14
7846,448.1,101.4,2,332,9.6,0.5,314.0,84.47
7847,415.1,88.4,3,333,9.6,0.8,314.0,57.24
7848,475.0,107.0,3,326,11.3,0.8,314.0,75.98
7849,417.7,85.4,3,327,11.8,0.6,314.0,61.66
7850,407.5,102.9,3,318,12.0,0.5,314.0,94.7
7851,447.8,81.5,2,327,9.9,0.5,314.0,54.19
7852,474.3,96.4,2,326,9.2,0.5,307.72,90.57
7853,411.4,89.6,2,323,10.3,0.6,307.72,52.8
7854,459.4,113.5,2,329,11.0,0.6,307.72,74.18
7855,436.8,113.2,2,320,9.5,0.5,314.0,95.2
7856,453.5,113.6,2,333,7.2,0.8,314.0,81.42
7857,440.8,118.7,2,332,9.6,0.6,314.0,81.06
7858,415.5,108.4,2,317,7.3,0.6,314.0,91.67
7859,456.1,107.2,2,329,7.2,0.7,314.0,82.55
7860,410.1,103.6,3,320,8.4,0.8,307.72,91.11
7861,438.4,100.1,3,328,10.1,0.7,307.72,84.03
7862,418.0,94.7,3,322,8.6,0.6,314.0,93.77
7863,412.0,93.5,3,324,8.2,0.8,307.72,79.15
7864,405.4,86.0,3,325,12.9,0.5,307.72,70.51
7865,428.8,90.0,3,317,8.9,0.8,314.0,63.7
7866,429.6,92.4,2,320,9.3,0.7,314.0,55.59
7867,449.4,100.2,3,326,10.3,0.6,307.72,92.93
7868,412.9,106.3,2,326,10.9,0.6,307.72,60.32
7869,466.5,108.4,2,324,12.3,0.6,307.72,63.66
7870,449.2,95.5,2,331,11.7,0.5,314.0,56.84
7871,401.5,89.5,3,329,8.6,0.6,307.72,87.3
7872,441.9,110.3,2,328,10.8,0.8,307.72,56.27
7873,413.8,92.2,3,315,12.0,0.5,314.0,81.91
7874,414.0,89.9,3,327,9.2,0.7,307.72,74.02
7875,439.8,89.6,2,320,9.4,0.5,307.72,72.07
7876,422.2,119.9,2,327,10.9,0.6,307.72,70.62
7877,476.6,107.7,3,332,9.0,0.8,307.72,92.62
7878,435.3,98.3,2,317,8.0,0.5,314.0,96.87
7879,404.1,95.4,3,315,11.5,0.6,307.72,76.18
7880,452.8,103.4,2,321,12.7,0.5,314.0,61.44
7881,410.5,80.5,2,332,7.2,0.5,314.0,72.04
7882,404.8,112.5,2,326,11.4,0.5,307.72,77.32
7883,419.3,115.3,2,319,7.8,0.6,314.0,96.78
7884,453.6,114.0,2,327,7.3,0.7,307.72,99.85
7885,475.9,94.8,3,316,8.4,0.8,307.72,88.8
7886,409.8,111.9,3,326,11.9,0.8,314.0,62.8
7887,440.4,117.1,2,334,10.9,0.5,314.0,88.33
7888,419.5,91.4,2,320,9.3,0.5,307.72,73.47
7889,429.1,96.2,2,330,12.9,0.5,307.72,56.01
7890,428.9,104.6,3,327,10.6,0.8,307.72,71.69
7891,409.1,118.6,2,324,10.8,0.8,307.72,52.99
7892,412.0,118.3,2,334,10.6,0.5,314.0,80.42
7893,475.3,109.8,3,320,12.3,0.7,307.72,83.13
7894,462.2,118.2,2,323,9.8,0.7,307.72,74.06
7895,419.1,84.0,3,334,12.3,0.5,307.72,68.95
7896,434.1,114.9,3,315,12.9,0.8,314.0,71.36
7897,432.3,84.5,3,323,8.3,0.7,307.72,82.48
7898,451.9,93.7,2,326,7.9,0.5,314.0,85.56
7899,401.8,105.0,2,328,9.4,0.6,314.0,62.47
7900,435.0,100.1,2,319,12.3,0.5,314.0,60.26
7901,444.2,88.8,3,325,9.8,0.8,314.0,61.87
7902,416.3,92.6,2,332,7.0,0.8,314.0,51.19
7903,467.1,114.4,3,321,11.6,0.8,314.0,76.88
7904,477.6,93.0,3,333,12.6,0.6,307.72,72.95
7905,454.5,83.1,3,321,7.2,0.8,314.0,78.62
7906,479.0,97.2,3,320,11.9,0.8,307.72,62.34
7907,402.9,114.4,2,327,9.2,0.5,307.72,90.1
7908,437.3,109.1,3,327,12.4,0.7,314.0,77.83
7909,441.8,84.7,3,332,9.1,0.8,307.72,64.48
7910,461.1,86.0,3,327,12.4,0.7,314.0,57.15
7911,404.2,87.9,2,325,11.5,0.5,307.72,53.89
7912,424.9,81.2,3,329,10.8,0.5,307.72,77.16
7913,472.1,87.8,3,332,11.4,0.6,314.0,70.62
7914,419.4,99.5,3,334,12.9,0.7,307.72,54.8
7915,427.8,86.8,3,328,11.8,0.8,307.72,50.86
7916,450.9,80.0,3,327,9.6,0.5,307.72,93.83
7917,402.6,109.4,2,324,12.6,0.6,307.72,54.4
7918,448.9,116.7,2,323,10.3,0.8,314.0,59.86
7919,452.8,102.7,2,328,11.7,0.6,307.72,63.1
7920,410.0,113.4,2,323,10.3,0.7,314.0,57.71
7921,466.1,88.2,2,322,9.2,0.5,307.72,70.86
7922,445.0,81.0,2,321,7.8,0.7,314.0,51.96
7923,408.9,92.7,2,333,8.0,0.6,307.72,65.17
7924,472.2,89.3,3,333,11.3,0.8,307.72,58.72
7925,441.5,93.1,3,329,12.9,0.5,307.72,82.23
7926,465.1,81.5,3,331,9.5,0.7,307.72,72.51
7927,466.8,96.1,3,316,9.9,0.8,314.0,73.03
7928,469.3,95.0,3,321,9.3,0.8,307.72,73.98
7929,425.7,89.1,2,325,9.0,0.7,314.0,52.42
7930,462.3,102.7,3,317,12.3,0.7,314.0,75.09
7931,440.7,109.6,2,330,8.5,0.6,314.0,80.24
7932,412.7,101.3,3,321,11.0,0.8,314.0,63.62
7933,409.3,117.7,3,315,11.9,0.8,307.72,72.09
7934,437.9,87.5,3,319,7.9,0.8,307.72,76.67
7935,416.6,88.9,2,328,9.3,0.5,307.72,63.58
7936,421.1,101.9,2,325,8.5,0.8,307.72,52.6
7937,428.1,90.1,3,332,8.7,0.8,314.0,66.1
7938,471.6,87.2,2,329,7.2,0.8,307.72,57.04
7939,410.2,117.5,2,321,7.2,0.7,314.0,87.97
7940,469.9,97.4,3,322,10.3,0.8,314.0,73.67
7941,475.4,84.5,3,321,11.6,0.5,307.72,84.99
7942,405.6,94.9,3,316,8.5,0.7,307.72,81.57
7943,443.2,116.3,3,327,11.5,0.7,314.0,87.14
7944,454.0,105.1,2,331,7.4,0.7,314.0,81.93
7945,471.0,110.4,2,319,11.3,0.5,307.72,82.73
7946,441.0,89.0,3,330,10.3,0.8,314.0,53.74
7947,405.0,106.6,2,324,11.7,0.5,314.0,68.9
7948,442.3,84.5,3,325,9.7,0.6,307.72,75.67
7949,416.3,84.6,3,323,10.6,0.6,307.72,65.15
7950,423.8,83.7,2,326,8.0,0.5,314.0,66.87
7951,420.5,118.1,3,323,10.5,0.8,314.0,85.09
7952,468.8,86.7,2,317,9.7,0.6,314.0,62.15
7953,443.1,115.5,2,319,10.3,0.7,314.0,65.26
7954,454.1,82.8,3,328,12.4,0.7,314.0,55.41
7955,476.0,90.3,3,319,11.7,0.8,307.72,58.59
7956,430.9,106.8,2,331,8.9,0.5,307.72,91.3
7957,412.3,110.5,3,328,12.8,0.6,314.0,78.99
7958,440.9,97.9,2,332,7.7,0.5,314.0,89.76
7959,426.0,103.7,2,326,9.5,0.5,314.0,83.39
7960,413.6,84.6,3,327,7.4,0.7,307.72,86.33
7961,478.6,85.2,2,320,8.8,0.5,314.0,74.95
7962,427.1,92.5,2,332,9.3,0.6,307.72,55.45
7963,427.7,92.2,3,320,8.4,0.7,314.0,80.04
7964,405.7,106.1,3,323,8.1,0.7,314.0,99.75
7965,453.3,104.0,3,331,11.4,0.8,314.0,70.93
7966,410.1,104.6,2,325,9.7,0.7,314.0,57.7
7967,441.6,94.6,2,315,10.9,0.5,314.0,61.55
7968,442.9,81.5,3,318,7.7,0.6,314.0,91.11
7969,409.9,82.4,2,322,8.7,0.5,314.0,62.47
7970,446.8,89.4,3,322,12.0,0.7,314.0,57.18
7971,474.5,99.9,3,324,11.3,0.6,314.0,86.71
7972,431.2,86.6,2,325,7.3,0.5,307.72,89.42
7973,464.5,101.0,2,315,9.5,0.6,314.0,74.6
7974,432.9,98.8,2,317,8.8,0.5,314.0,89.5
7975,428.0,94.4,3,331,12.9,0.6,307.72,70.54
7976,411.1,118.0,2,333,8.6,0.6,314.0,87.42
7977,429.7,118.7,3,315,10.3,0.8,307.72,92.56
7978,428.7,118.0,3,318,11.6,0.7,314.0,86.96
7979,460.4,80.3,2,334,8.0,0.5,314.0,71.05
7980,461.9,103.9,2,322,8.7,0.6,314.0,83.54
7981,467.8,87.9,3,322,12.4,0.5,314.0,82.99
7982,460.6,101.0,2,324,10.0,0.7,307.72,54.53
7983,420.3,100.8,3,316,9.6,0.8,314.0,75.69
7984,400.3,106.8,2,328,10.2,0.5,307.72,78.32
7985,428.1,104.6,3,316,9.8,0.8,307.72,78.09
7986,470.1,104.4,3,330,10.1,0.7,307.72,96.12
7987,427.4,105.8,2,331,12.1,0.5,314.0,63.07
7988,407.1,84.3,3,320,7.7,0.8,307.72,72.13
7989,404.2,83.0,2,324,8.3,0.5,314.0,61.81
7990,400.5,91.9,3,333,10.4,0.7,314.0,63.52
7991,414.4,85.8,3,321,11.5,0.5,307.72,73.12
7992,479.2,95.0,3,320,11.9,0.6,314.0,77.88
7993,404.4,92.6,3,319,8.1,0.7,307.72,90.62
7994,437.9,119.7,3,332,10.5,0.8,314.0,82.06
7995,406.4,82.0,3,316,11.1,0.6,314.0,59.43
7996,446.4,80.8,3,331,8.9,0.5,314.0,93.51
7997,469.3,81.0,2,317,7.2,0.5,314.0,89.78
7998,405.8,113.1,2,330,9.6,0.5,307.72,89.33
7999,451.0,94.1,3,327,9.3,0.8,314.0,75.39
8000,434.5,119.7,2,331,8.6,0.8,307.72,68.88
8001,420.6,103.7,2,324,10.7,0.6,307.72,59.67
8002,437.7,83.1,3,332,12.6,0.6,314.0,57.49
8003,439.4,101.3,3,330,12.8,0.7,314.0,59.7
8004,404.3,102.4,3,319,11.1,0.6,307.72,87.42
8005,445.8,101.1,3,324,11.6,0.5,314.0,99.39
8006,415.5,80.4,3,334,7.1,0.6,307.72,87.96
8007,401.9,105.8,3,323,10.4,0.7,314.0,73.17
8008,406.9,91.6,3,329,12.0,0.5,307.72,74.63
8009,454.1,99.3,3,327,9.8,0.7,307.72,82.8
8010,400.7,103.9,2,328,8.8,0.7,307.72,58.66
8011,472.5,90.8,3,321,9.0,0.6,314.0,94.8
8012,404.2,86.5,3,333,8.0,0.8,307.72,70.74
8013,408.8,87.8,2,323,9.0,0.6,314.0,55.58
8014,441.8,113.7,3,325,12.5,0.6,314.0,94.6
8015,400.7,113.8,3,317,12.8,0.6,307.72,84.93
8016,453.6,87.1,3,316,9.7,0.6,307.72,84.64
8017,462.0,92.1,3,329,11.2,0.7,307.72,67.86
8018,418.0,84.3,2,321,9.1,0.5,307.72,59.79
8019,461.9,108.0,2,333,12.1,0.8,307.72,50.49
8020,450.0,112.8,2,323,7.8,0.8,307.72,77.52
8021,451.5,80.0,3,323,7.5,0.7,314.0,79.92
8022,419.7,95.2,3,329,9.1,0.6,314.0,93.49
8023,457.0,99.6,2,317,8.0,0.8,307.72,64.68
8024,470.9,117.0,2,329,10.5,0.8,314.0,61.72
8025,414.8,103.4,2,329,12.4,0.6,307.72,50.46
8026,467.6,102.6,3,315,8.9,0.8,314.0,89.07
8027,403.3,105.5,2,316,7.3,0.6,314.0,88.46
8028,411.5,112.1,3,333,11.0,0.6,314.0,91.56
8029,410.9,118.5,2,331,12.2,0.6,314.0,61.68
8030,442.2,99.4,2,316,10.0,0.7,314.0,59.56
8031,416.1,118.5,2,332,11.7,0.5,307.72,81.5
8032,438.0,99.0,3,316,11.7,0.6,307.72,84.29
8033,424.1,110.5,2,319,9.5,0.8,307.72,56.81
8034,420.6,85.5,2,329,10.1,0.5,307.72,55.44
8035,453.9,86.5,3,316,9.8,0.6,307.72,82.97
8036,412.1,89.0,2,325,9.0,0.5,307.72,72.8
8037,467.9,92.1,3,327,10.9,0.7,307.72,72.09
8038,403.6,98.5,2,320,9.3,0.7,307.72,55.73
8039,463.4,98.3,2,334,7.4,0.7,307.72,71.43
8040,473.4,107.3,3,333,12.5,0.8,307.72,63.5
8041,471.3,86.6,2,316,9.2,0.6,307.72,58.49
8042,475.1,95.6,3,332,12.5,0.5,314.0,92.2
8043,439.1,102.4,2,330,12.0,0.5,307.72,67.36
8044,405.2,102.6,3,334,11.9,0.8,307.72,55.37
8045,450.6,108.7,3,321,10.3,0.7,307.72,94.7
8046,420.1,114.3,2,329,12.5,0.6,314.0,55.47
8047,478.1,102.2,3,327,8.9,0.8,314.0,92.18
8048,410.8,94.8,3,317,12.3,0.8,314.0,51.26
8049,456.3,92.4,3,322,10.8,0.5,314.0,96.48
8050,402.8,95.3,2,328,7.7,0.6,314.0,64.5
8051,459.0,100.4,2,319,9.1,0.5,314.0,88.19
8052,458.1,93.4,3,322,8.2,0.7,307.72,95.21
8053,451.6,99.3,3,334,9.7,0.8,307.72,78.71
8054,419.6,82.3,3,319,9.5,0.8,307.72,55.87
8055,463.1,86.3,3,333,12.0,0.6,307.72,71.75
8056,419.6,93.5,3,331,12.8,0.7,307.72,52.58
8057,470.8,99.7,2,316,12.8,0.6,314.0,58.15
8058,469.6,102.4,3,317,10.7,0.8,307.72,78.68
8059,454.0,115.8,2,321,11.1,0.7,314.0,66.81
8060,419.2,113.2,2,316,10.9,0.7,314.0,54.81
8061,423.4,101.7,2,325,8.0,0.5,314.0,95.61
8062,467.6,109.5,2,329,10.0,0.8,314.0,56.08
8063,439.3,97.9,2,325,10.4,0.5,307.72,71.77
8064,421.8,109.3,2,323,12.5,0.5,307.72,65.06
8065,426.1,119.5,2,324,12.2,0.6,307.72,69.44
8066,463.9,105.5,3,330,11.5,0.8,314.0,71.58
8067,449.9,108.1,2,330,7.0,0.7,307.72,89.4
8068,417.0,110.8,2,331,8.5,0.8,314.0,55.61
8069,404.0,80.5,3,329,8.3,0.6,314.0,72.51
8070,437.6,94.8,2,324,8.4,0.8,314.0,55.15
8071,443.9,93.7,3,332,9.1,0.7,314.0,80.35
8072,417.8,114.0,3,331,8.1,0.8,314.0,97.93
8073,426.4,80.7,3,315,10.4,0.7,307.72,55.49
8074,476.5,81.5,2,322,8.6,0.8,307.72,50.49
8075,408.7,97.9,2,320,8.1,0.8,307.72,55.18
8076,440.2,114.3,2,319,12.3,0.7,314.0,54.04
8077,473.0,91.7,3,324,9.4,0.6,307.72,94.89
8078,464.5,99.9,3,328,11.0,0.6,307.72,90.83
8079,475.7,90.6,3,327,10.2,0.7,314.0,70.37
8080,473.9,115.3,2,331,9.8,0.6,307.72,83.54
8081,478.2,99.3,2,320,8.8,0.6,314.0,80.54
8082,438.6,84.0,3,315,7.2,0.7,307.72,91.36
8083,414.2,100.1,3,322,10.1,0.6,314.0,88.4
8084,477.7,108.3,2,322,10.0,0.7,314.0,63.95
8085,414.7,94.7,3,325,8.9,0.6,314.0,93.87
8086,470.8,108.8,2,328,8.6,0.7,307.72,81.25
8087,406.0,97.6,3,324,9.2,0.7,314.0,74.98
8088,422.6,81.5,3,326,11.3,0.6,314.0,59.32
8089,468.1,97.1,2,328,8.9,0.6,314.0,75.79
8090,439.8,109.3,2,329,8.4,0.5,314.0,97.97
8091,478.7,118.9,2,331,9.7,0.8,307.72,67.41
8092,477.5,85.0,2,317,11.7,0.5,314.0,58.34
8093,407.6,96.0,2,333,10.9,0.5,314.0,58.34
8094,466.8,83.5,3,330,10.9,0.7,307.72,60.14
8095,405.7,107.1,3,315,8.8,0.7,314.0,92.41
8096,457.0,95.2,3,317,8.6,0.7,314.0,97.78
8097,473.7,94.3,3,329,10.7,0.6,314.0,88.64
8098,438.6,97.8,3,316,12.1,0.5,314.0,90.4
8099,407.0,84.8,3,322,10.3,0.5,314.0,78.73
8100,411.8,113.2,2,319,10.7,0.7,307.72,57.18
8101,407.7,85.9,3,326,9.1,0.8,307.72,59.87
8102,419.9,91.0,3,331,10.0,0.6,314.0,73.65
8103,445.9,108.7,3,316,10.8,0.7,314.0,84.94
8104,410.2,110.1,3,325,8.8,0.8,307.72,86.9
8105,446.6,86.0,3,326,7.0,0.7,307.72,94.6
8106,466.7,87.6,3,324,10.6,0.6,314.0,78.87
8107,453.3,83.9,2,322,8.8,0.5,307.72,66.96
8108,439.7,93.1,3,318,8.3,0.8,314.0,76.99
8109,445.4,80.0,2,327,7.8,0.5,307.72,69.62
8110,471.3,85.3,3,325,11.3,0.7,307.72,61.28
8111,448.8,116.3,2,321,12.0,0.5,307.72,84.95
8112,427.8,110.5,2,327,7.3,0.6,314.0,98.31
8113,460.6,107.0,2,324,9.1,0.8,307.72,62.46
8114,445.9,89.1,3,317,7.1,0.8,314.0,92.3
8115,457.4,87.9,3,321,11.9,0.7,314.0,62.85
8116,426.9,108.7,2,327,12.6,0.6,307.72,58.59
8117,470.2,118.1,2,319,9.3,0.8,314.0,72.66
8118,454.8,93.6,2,330,7.5,0.7,314.0,63.89
8119,456.0,110.4,2,332,9.2,0.6,314.0,84.95
8120,409.5,99.8,2,324,9.7,0.5,314.0,74.85
8121,456.1,89.7,2,321,11.1,0.5,314.0,64.43
8122,450.6,111.2,3,323,11.2,0.7,314.0,87.81
8123,455.8,101.9,3,323,12.5,0.5,314.0,93.63
8124,470.2,98.0,2,329,7.8,0.8,307.72,59.22
8125,447.8,99.0,3,332,10.5,0.7,314.0,72.05
8126,429.0,101.8,3,319,9.7,0.7,314.0,87.51
8127,448.6,119.0,3,319,12.1,0.8,314.0,77.79
8128,408.1,114.2,3,319,12.8,0.6,307.72,92.47
8129,449.1,119.2,2,332,10.9,0.5,307.72,93.16
8130,419.6,116.0,2,330,8.3,0.7,307.72,83.45
8131,412.7,102.5,2,320,12.5,0.5,314.0,55.0
8132,466.4,91.7,3,320,12.4,0.6,307.72,70.84
8133,451.8,117.6,2,328,9.3,0.6,314.0,91.69
8134,426.5,82.5,3,329,11.8,0.5,314.0,70.47
8135,415.6,88.4,2,332,8.2,0.6,314.0,55.82
8136,401.3,116.3,2,320,9.7,0.8,314.0,56.04
8137,463.5,119.5,2,319,11.2,0.6,314.0,81.71
8138,408.0,104.5,2,320,8.7,0.5,307.72,93.43
8139,413.9,94.3,2,317,7.9,0.5,314.0,87.13
8140,412.8,108.6,3,323,9.5,0.7,314.0,88.45
8141,455.9,113.2,2,317,11.2,0.5,314.0,90.87
8142,433.4,106.6,3,317,12.2,0.6,314.0,82.4
8143,458.7,101.9,2,330,10.7,0.5,307.72,77.18
8144,445.2,103.7,2,325,12.3,0.6,314.0,52.92
8145,406.9,115.0,2,328,7.6,0.6,314.0,93.33
8146,444.5,86.1,3,327,12.6,0.6,307.72,57.87
8147,467.5,105.2,3,331,11.4,0.7,314.0,80.26
8148,400.0,117.5,2,323,10.6,0.8,307.72,58.12
8149,459.5,99.3,3,324,8.6,0.7,314.0,99.06
8150,402.4,99.8,2,317,10.0,0.7,307.72,52.23
8151,413.1,118.5,2,315,11.6,0.5,314.0,85.23
8152,477.5,90.9,3,324,10.6,0.5,314.0,96.97
8153,461.6,107.5,2,332,12.3,0.6,307.72,62.69
8154,463.5,84.8,3,322,11.6,0.7,314.0,55.03
8155,458.9,96.5,3,325,7.3,0.8,307.72,96.42
8156,444.5,95.0,3,315,12.3,0.8,307.72,59.64
8157,457.7,114.5,2,320,8.4,0.7,307.72,81.49
8158,438.8,94.6,3,333,7.3,0.7,314.0,95.07
8159,408.5,87.8,3,324,9.1,0.7,307.72,74.12
8160,454.0,87.0,3,332,11.6,0.6,314.0,70.77
8161,424.1,95.9,3,333,9.5,0.6,314.0,88.42
8162,463.4,112.2,2,328,11.8,0.5,307.72,83.45
8163,433.3,80.8,3,320,10.2,0.7,314.0,60.14
8164,450.0,81.1,2,326,8.0,0.5,307.72,78.1
8165,444.8,118.7,2,333,7.2,0.7,314.0,98.65
8166,406.2,103.4,2,327,7.4,0.6,307.72,84.95
8167,467.7,89.1,3,321,9.3,0.7,307.72,77.09
8168,462.3,93.7,2,317,10.1,0.6,307.72,66.22
8169,451.2,101.5,3,328,12.1,0.5,314.0,98.74
8170,456.0,83.0,2,315,7.3,0.7,307.72,62.78
8171,469.8,107.5,2,324,8.1,0.7,307.72,85.38
8172,454.9,84.4,2,325,10.3,0.5,307.72,56.63
8173,416.3,93.6,3,330,12.8,0.6,307.72,59.62
8174,440.2,94.5,3,332,11.5,0.7,307.72,60.7
8175,428.8,101.8,2,323,7.1,0.8,307.72,69.33
8176,400.2,95.0,2,325,8.1,0.5,307.72,80.47
8177,447.0,104.3,2,319,8.7,0.8,314.0,59.08
8178,427.7,84.0,3,318,8.0,0.7,307.72,79.16
8179,416.6,115.8,3,315,11.8,0.8,307.72,71.08
8180,467.6,113.7,2,328,12.8,0.5,307.72,73.32
8181,422.5,102.4,3,323,8.4,0.8,307.72,91.37
8182,437.9,115.9,3,334,11.2,0.8,314.0,75.05
8183,419.6,103.4,2,331,9.9,0.6,314.0,60.87
8184,420.6,114.4,2,322,12.2,0.7,307.72,51.31
8185,472.6,81.4,2,321,9.2,0.5,314.0,69.2
8186,433.5,101.2,2,321,8.8,0.8,307.72,60.4
8187,449.2,108.4,2,329,9.5,0.5,314.0,90.93
8188,416.0,119.4,2,324,9.3,0.8,314.0,59.53
8189,453.1,85.8,3,330,10.4,0.8,307.72,52.42
8190,424.5,103.0,3,328,10.5,0.6,314.0,88.25
8191,462.6,118.4,3,332,12.1,0.8,314.0,76.42
8192,474.0,113.9,2,327,11.6,0.8,314.0,52.35
8193,432.7,96.6,2,328,9.8,0.5,314.0,71.78
8194,419.1,102.7,2,328,8.0,0.5,314.0,93.15
8195,441.2,91.0,3,326,8.8,0.6,314.0,98.14
8196,415.7,83.2,3,331,11.6,0.5,307.72,68.22
8197,470.8,97.5,3,322,11.7,0.8,307.72,61.2
8198,442.1,96.5,2,324,7.5,0.8,307.72,61.34
8199,451.1,91.4,3,326,12.3,0.5,307.72,88.56
8200,422.9,119.2,2,329,10.3,0.6,307.72,76.91
8201,457.2,88.6,3,331,12.0,0.8,307.72,54.36
8202,402.2,115.0,2,322,9.5,0.8,314.0,52.99
