3 Phase Voltage in Volts,3 Phase Current in Amps,Poles,Frequency in Hz,Power Factor,Temperature in Celcius,% Load,Angular Velocity in rad/sec,Motor Age in Yrs,Efficiency,Reliability,Life Cycle in Yrs
401.5,8.8,2,50,0.7,74,106,82,2,82.44,Moderately,5
453.8,12,3,50,0.5,49,101,108,3,81.44,Moderately,4
406.1,10.4,3,50,0.8,32,101,90,2,82.91,Moderately,5
457.5,10.2,3,50,0.8,18,50,105,2,82.66,Moderately,5
424,12.7,2,49,0.6,21,74,88,2,82.59,Moderately,5
475.8,7.9,3,50,0.8,42,56,84,0,89.7,Moderately,8
437.3,7.3,3,49,0.5,56,64,82,0,90.83,Strongly,8
471,10.1,2,50,0.5,14,56,103,0,90.16,Strongly,8
449.9,12.8,3,49,0.7,18,112,85,2,81.94,Moderately,4
431.9,12.3,2,50,0.8,75,89,89,2,81.19,Moderately,4
411.2,10.4,2,49,0.5,67,88,110,1,85.14,Moderately,6
404.6,10.5,3,49,0.6,37,107,88,0,90.59,Strongly,8
443.7,7.6,2,49,0.6,51,76,80,3,81.24,Moderately,4
425.4,9.5,3,49,0.5,34,116,91,0,91.58,Strongly,9
421.6,9.5,2,49,0.5,57,99,110,3,80.91,Moderately,4
457.8,8.7,3,50,0.7,57,101,111,0,91.64,Strongly,9
421.3,12.9,2,50,0.6,67,99,92,2,82.44,Moderately,5
422.4,7.9,3,50,0.5,51,107,112,1,88.45,Moderately,7
472.2,10.6,3,50,0.8,53,68,80,3,79.97,Weekly,3
416.2,12,2,50,0.5,15,69,115,1,86.29,Moderately,6
452.6,12.8,2,50,0.6,76,82,94,2,82.53,Moderately,5
400.6,9.6,2,49,0.6,17,111,83,3,79.99,Weekly,3
445.8,10.9,2,50,0.6,55,64,84,2,81.59,Moderately,4
456.5,9.9,2,49,0.8,70,112,114,3,81.14,Moderately,4
460.8,9.1,2,49,0.5,70,116,96,0,90.75,Strongly,8
442.6,12.9,3,49,0.7,30,50,87,2,81.89,Moderately,4
401.4,10.8,3,50,0.7,63,58,102,0,90.41,Strongly,8
431.4,11.5,3,50,0.6,42,106,95,1,86.13,Moderately,6
475.4,11,2,50,0.8,49,69,86,3,79.6,Weekly,3
423.3,11.6,3,50,0.8,11,77,105,3,81.48,Moderately,4
455.5,10.9,2,50,0.6,79,79,86,3,79.78,Weekly,3
428.2,7,3,49,0.6,66,103,81,1,85.64,Moderately,6
470.9,7.1,3,50,0.5,12,61,85,1,88.21,Moderately,7
409.5,8,3,50,0.6,43,54,99,0,91.63,Strongly,9
447.3,9.5,3,49,0.5,57,115,103,1,86.51,Moderately,7
437.4,9.6,3,50,0.7,76,70,90,2,82.15,Moderately,4
405.5,12.5,2,50,0.6,73,74,105,2,82.63,Moderately,5
446.5,12.6,3,50,0.5,52,102,94,0,90.84,Strongly,8
479.6,8.6,2,50,0.8,61,90,119,2,82.39,Moderately,5
461.9,7.3,3,50,0.5,58,70,93,2,85.15,Moderately,6
459.7,10.6,3,49,0.7,31,76,89,2,82.34,Moderately,4
404.8,12,3,49,0.8,29,57,81,1,84.27,Moderately,5
400,9.9,2,49,0.7,67,70,97,3,80.83,Moderately,4
452,8.9,2,49,0.8,15,110,89,2,82.8,Moderately,5
445.9,12.4,2,49,0.8,46,77,94,1,84.06,Moderately,5
439.4,10.8,2,50,0.5,30,79,118,3,82.09,Moderately,4
450.1,12.2,2,50,0.5,21,51,112,2,82.57,Moderately,5
460.5,10.4,2,49,0.5,16,107,83,0,90.4,Strongly,8
428.3,12.8,3,49,0.7,13,115,94,3,80.31,Moderately,3
432,9,2,49,0.6,58,81,102,1,85.98,Moderately,6
477.9,10.3,2,50,0.8,37,115,93,3,80.84,Moderately,4
435.7,7.2,2,49,0.7,50,80,115,2,83.89,Moderately,5
462.2,11.7,2,50,0.8,34,62,104,3,79.85,Weekly,3
451,10.5,3,49,0.8,38,118,86,1,85.67,Moderately,6
416.3,7.1,2,49,0.5,21,71,92,3,82.22,Moderately,4
429.4,11.8,2,50,0.6,49,80,102,2,81.82,Moderately,4
425.3,11,2,49,0.8,58,66,93,2,82.39,Moderately,5
452.4,12.9,2,49,0.5,27,75,101,2,83.18,Moderately,5
438.3,11.8,2,49,0.8,74,53,87,2,81.23,Moderately,4
432.2,8.6,2,50,0.6,58,97,90,0,90.2,Strongly,8
432.7,11.7,3,50,0.8,19,102,87,1,84.52,Moderately,6
411.9,9.8,3,49,0.5,74,84,87,1,85.36,Moderately,6
413.9,10,3,49,0.7,35,71,108,1,85.56,Moderately,6
469,10.5,3,50,0.8,36,100,105,1,86.25,Moderately,6
455.8,11.6,3,50,0.5,31,55,93,2,82.94,Moderately,5
455.6,7.9,2,50,0.5,77,52,91,3,80.68,Moderately,4
447.6,8.6,3,50,0.6,26,55,92,1,86.95,Moderately,7
427.7,10.6,3,50,0.7,62,64,100,3,80.47,Moderately,4
400.2,10.6,2,50,0.7,15,76,108,1,84.64,Moderately,6
479.6,11.3,2,49,0.8,74,68,109,2,82.71,Moderately,5
431.3,11.1,2,49,0.8,17,56,103,2,82.72,Moderately,5
434.5,8.7,2,49,0.5,60,66,95,3,80.67,Moderately,4
460,11.5,2,49,0.8,54,93,110,2,82.73,Moderately,5
417.8,8.6,3,49,0.5,54,113,80,1,86.57,Moderately,7
474.7,7,2,50,0.6,70,50,107,3,81.22,Moderately,4
477.2,12.5,3,50,0.7,61,107,89,0,90.12,Strongly,8
462.3,10.3,2,50,0.7,28,111,93,3,80,Moderately,3
401.1,9,2,50,0.7,39,52,108,1,85.78,Moderately,6
426.1,12.3,3,49,0.7,56,103,103,3,80.36,Moderately,3
451.1,9.7,2,49,0.8,78,60,106,3,79.96,Weekly,3
442.5,7.6,2,49,0.7,41,113,113,1,86.53,Moderately,7
450.5,12.6,2,49,0.5,14,81,82,1,84.52,Moderately,6
460.7,9.5,2,50,0.5,20,51,117,3,81.62,Moderately,4
462.8,10,2,50,0.5,20,70,96,1,86.29,Moderately,6
429.8,10.9,3,49,0.8,44,86,116,3,80.78,Moderately,4
418,11.6,3,50,0.5,55,59,88,3,80.59,Moderately,4
414.1,11.3,3,49,0.6,64,50,117,2,82.99,Moderately,5
470.8,9,2,50,0.8,38,90,88,2,81.68,Moderately,4
443.2,11.9,2,50,0.5,10,92,118,3,81.04,Moderately,4
401.5,9.7,3,49,0.7,22,103,100,0,90.93,Strongly,9
462.7,11.8,2,49,0.5,54,94,105,3,81.53,Moderately,4
478.5,11.3,3,50,0.8,65,73,105,3,81.43,Moderately,4
466.9,11.5,2,49,0.7,76,52,86,2,82.41,Moderately,5
476,11.8,3,50,0.6,42,98,95,3,80.75,Moderately,4
435.6,8.7,3,49,0.6,79,119,93,3,81.98,Moderately,4
405,10.8,2,50,0.6,53,67,103,2,82.86,Moderately,5
428.6,12.4,3,49,0.5,17,68,94,1,85.58,Moderately,6
461.4,9.6,3,49,0.6,39,71,105,0,91.85,Strongly,9
457.6,8.3,2,49,0.6,22,94,84,2,83.22,Moderately,5
411.8,12.6,2,50,0.6,68,92,92,1,84.13,Moderately,5
441.3,11.6,3,50,0.6,15,84,104,0,90.24,Strongly,8
448.1,7.7,2,49,0.6,79,109,105,2,82.62,Moderately,5
446.6,7.1,3,50,0.7,51,95,91,2,83.04,Moderately,5
449.2,9,2,49,0.8,47,77,104,3,80.15,Moderately,3
415.2,10.7,2,49,0.6,39,105,112,1,85.96,Moderately,6
464.2,9.9,2,49,0.7,14,109,97,2,83.08,Moderately,5
438.8,10.2,2,50,0.7,28,57,91,3,79.91,Weekly,3
409.8,12.9,2,49,0.7,42,54,103,0,89.71,Moderately,8
471.8,10.8,3,49,0.5,59,110,112,2,84.91,Moderately,6
449.3,10.2,3,49,0.6,67,101,96,2,83.69,Moderately,5
431.6,8.1,2,50,0.5,56,58,92,0,89.75,Moderately,8
439.5,11.3,3,49,0.6,26,62,85,3,80.52,Moderately,4
459.5,9.2,2,49,0.8,36,114,102,3,81.16,Moderately,4
428.5,12.5,2,49,0.8,79,81,92,0,89.37,Moderately,8
475.8,7.1,2,50,0.8,32,70,105,2,83.55,Moderately,5
428.6,7.9,3,49,0.6,56,58,112,3,82.21,Moderately,4
471.9,10.1,2,49,0.5,75,83,83,2,81.95,Moderately,4
451.6,10.9,2,49,0.7,64,92,88,2,82.5,Moderately,5
403.4,12.5,3,50,0.6,17,70,86,2,82.04,Moderately,4
406.5,11.6,2,49,0.8,26,106,83,3,80.46,Moderately,4
411.6,11,3,49,0.5,18,101,98,3,82.37,Moderately,5
403.1,9.3,3,50,0.6,37,82,82,2,82.33,Moderately,4
471.5,7.6,2,49,0.5,52,119,95,3,81.23,Moderately,4
425.2,9.7,3,50,0.5,44,96,108,1,86.54,Moderately,7
475.1,11.3,2,50,0.6,48,83,87,0,89.9,Moderately,8
471.3,11.2,3,49,0.5,33,101,113,0,91.52,Strongly,9
427,7.3,2,49,0.5,18,106,113,0,91.42,Strongly,9
413.5,11.9,3,49,0.7,66,107,118,3,80.71,Moderately,4
415.1,12.5,2,49,0.7,15,118,85,1,84.07,Moderately,5
444.2,7.7,3,50,0.8,23,53,110,1,87.22,Moderately,7
452.8,10.3,2,49,0.6,15,72,85,2,82.92,Moderately,5
469.8,7.7,3,50,0.6,41,86,105,2,85.19,Moderately,6
434.3,7,2,49,0.5,54,83,100,1,86.99,Moderately,7
445.8,8,2,49,0.8,16,97,106,3,81.56,Moderately,4
453.7,12.8,3,50,0.8,24,51,118,2,83.5,Moderately,5
424.4,9,2,49,0.5,56,106,87,2,83.16,Moderately,5
477.9,12.1,2,50,0.5,52,55,91,1,85.65,Moderately,6
458.4,12.2,2,50,0.6,71,60,102,3,80.97,Moderately,4
401.9,8.3,3,49,0.6,68,82,98,3,82.16,Moderately,4
446.9,10.5,2,50,0.7,63,90,112,0,90.18,Strongly,8
410,12,2,50,0.5,60,98,81,2,82.52,Moderately,5
461.7,7.8,3,50,0.6,16,106,106,1,88.24,Moderately,7
433.7,7.3,2,49,0.6,53,88,115,3,81.39,Moderately,4
445.3,7.6,2,50,0.7,73,58,112,1,86.21,Moderately,6
422.4,9.6,2,50,0.8,13,118,105,1,84.61,Moderately,6
404.3,9.1,3,50,0.7,37,75,108,3,81.08,Moderately,4
425.3,11.3,3,50,0.6,78,116,98,0,90.54,Strongly,8
470.1,10.9,3,49,0.7,30,62,97,3,81.77,Moderately,4
449.6,10.6,3,50,0.8,11,100,106,2,82.62,Moderately,5
402.3,9.9,3,49,0.8,53,60,104,0,89.5,Moderately,8
453.1,12.1,2,49,0.7,72,77,110,1,84.45,Moderately,6
463.6,9,2,50,0.8,55,55,104,2,82.92,Moderately,5
411.1,7.4,2,49,0.7,22,90,116,1,85.67,Moderately,6
446.9,10.5,3,49,0.6,63,91,89,0,90.66,Strongly,8
455.5,11.1,2,49,0.8,11,95,85,1,85.17,Moderately,6
433.7,12.4,2,50,0.7,37,67,83,0,89.47,Moderately,8
453.9,10,3,49,0.8,52,52,99,1,86.05,Moderately,6
476.4,12.6,2,49,0.7,33,93,92,3,80.78,Moderately,4
471.5,8.3,2,50,0.8,51,87,115,2,82.37,Moderately,5
407.7,9.1,2,50,0.6,67,70,112,0,90.54,Strongly,8
423,7.4,3,49,0.7,29,101,109,0,91.23,Strongly,9
466.6,11.7,2,50,0.5,43,61,117,3,81.91,Moderately,4
460.5,12.6,3,49,0.5,49,83,83,2,82.36,Moderately,5
409.9,12.3,2,50,0.5,78,106,83,0,89.64,Moderately,8
421.5,8.7,3,49,0.7,21,56,105,3,82.41,Moderately,5
435.4,7.1,2,50,0.7,44,96,87,2,83.05,Moderately,5
421.4,11.1,2,50,0.6,25,60,83,1,85.29,Moderately,6
453.8,12.5,2,49,0.8,66,97,93,2,81.31,Moderately,4
423.8,9.3,2,49,0.7,13,95,116,3,81.73,Moderately,4
448.8,7.7,3,50,0.8,59,105,83,3,80.44,Moderately,3
418.7,12.9,3,49,0.7,62,80,97,2,82.89,Moderately,5
431.5,9.6,2,50,0.6,23,54,114,2,83.65,Moderately,5
440.9,12,3,50,0.6,44,91,118,3,81.28,Moderately,4
456.9,10.6,2,50,0.7,76,83,82,0,88.54,Moderately,7
434.6,7.6,3,50,0.7,28,92,102,0,90.79,Strongly,8
452.5,10.9,2,50,0.7,20,101,104,0,89.18,Moderately,8
463,9.6,3,50,0.7,62,77,99,2,82.61,Moderately,5
462.4,8.5,2,50,0.5,75,70,107,1,86.65,Moderately,7
415.9,7.7,3,50,0.5,40,104,96,3,82.09,Moderately,4
427.4,7.2,3,50,0.8,71,116,93,1,85.24,Moderately,6
419.5,7.9,2,50,0.5,27,90,90,1,86.34,Moderately,6
418.7,10.4,3,49,0.6,30,110,108,1,86.94,Moderately,7
408.7,8.4,2,49,0.5,61,64,118,3,81.39,Moderately,4
441.5,7.6,2,50,0.5,37,107,80,3,81.58,Moderately,4
427.8,11.7,3,49,0.7,67,94,105,0,89.5,Moderately,8
469.5,8.4,3,50,0.7,63,117,119,1,87.54,Moderately,7
407.6,9.3,2,50,0.7,47,89,89,2,82.61,Moderately,5
454,8.6,3,50,0.5,21,76,119,3,83.62,Moderately,5
431.3,8.3,3,50,0.6,32,53,116,2,84.27,Moderately,5
427.5,12,2,50,0.8,26,74,82,0,88.38,Moderately,7
426.6,9.8,2,50,0.6,53,62,114,0,90.63,Strongly,8
435.9,11.1,2,50,0.7,61,111,96,3,80.77,Moderately,4
414.1,7.4,3,49,0.7,11,53,89,0,90.38,Strongly,8
422.3,9.7,2,50,0.8,54,81,102,0,89.84,Moderately,8
474.5,11.2,3,50,0.8,56,106,92,3,80.16,Moderately,3
475.5,12.4,3,50,0.5,69,118,85,2,82.35,Moderately,4
424.8,12.3,3,50,0.6,13,100,92,2,82.35,Moderately,4
429.1,10.1,2,49,0.7,28,111,80,2,82.51,Moderately,5
438.4,10.3,3,49,0.7,21,53,104,0,91.16,Strongly,9
434.9,12.5,2,50,0.7,40,83,94,1,84.15,Moderately,5
445.3,8.8,3,49,0.5,35,77,116,3,84.16,Moderately,5
476.4,7.1,2,49,0.8,62,68,115,3,80.91,Moderately,4
408.8,12.4,3,50,0.8,20,56,85,3,80.83,Moderately,4
428,9.7,3,50,0.8,54,112,102,1,85.01,Moderately,6
470.7,9,2,49,0.7,13,98,114,1,85.53,Moderately,6
461.1,7.2,2,49,0.7,27,118,113,0,90.47,Strongly,8
462.7,9.7,2,49,0.5,38,58,87,3,80.48,Moderately,4
442.3,10.7,3,49,0.5,51,98,116,2,84,Moderately,5
436.9,12.8,2,49,0.5,25,79,90,1,84.58,Moderately,6
427.3,7.2,3,49,0.8,61,101,115,2,84.49,Moderately,6
446.2,10.3,2,49,0.8,60,81,81,2,81.31,Moderately,4
469.1,9.1,2,50,0.5,55,90,99,0,90.93,Strongly,9
444.3,11.4,3,49,0.5,23,72,111,3,82.02,Moderately,4
410.8,9,3,50,0.8,28,53,87,0,90.33,Strongly,8
400.3,9.5,2,50,0.7,43,89,103,2,81.85,Moderately,4
400.9,7.1,3,49,0.7,78,56,105,1,86.92,Moderately,7
417.4,9.7,2,49,0.8,61,111,84,0,88.51,Moderately,7
400.6,11.8,2,50,0.5,45,102,119,1,86.15,Moderately,6
431.5,12.8,2,50,0.7,67,73,112,0,89.82,Moderately,8
456,8.7,2,50,0.5,30,62,89,1,85.26,Moderately,6
422.8,8.1,2,50,0.6,19,87,82,0,90.27,Strongly,8
468.7,8,3,50,0.8,65,60,103,2,82.87,Moderately,5
442.8,9.1,2,49,0.5,28,65,116,1,87.19,Moderately,7
425,12.3,3,50,0.6,25,59,98,2,83.45,Moderately,5
415.3,8.8,2,50,0.8,35,99,98,0,88.96,Moderately,8
403.6,9.6,3,50,0.7,18,92,95,1,86.22,Moderately,6
438.3,7.6,2,50,0.8,60,114,117,1,85.12,Moderately,6
452.1,9.8,2,50,0.6,45,57,89,2,82.89,Moderately,5
452,10.8,3,49,0.8,64,59,102,2,83.2,Moderately,5
418.3,7.7,3,49,0.8,48,102,111,1,86.93,Moderately,7
449.4,12.1,3,49,0.5,51,71,109,0,91.67,Strongly,9
464.4,10,2,49,0.7,35,111,107,1,84.9,Moderately,6
433.1,10.5,2,49,0.8,49,106,92,0,88.64,Moderately,8
406.8,9.2,2,49,0.5,17,59,94,2,82.49,Moderately,5
458,8.7,3,49,0.6,16,96,103,3,82.11,Moderately,4
416.1,9.6,2,50,0.7,43,102,119,3,81.45,Moderately,4
469.6,8.9,2,49,0.6,67,72,94,0,89.41,Moderately,8
410.3,7.1,3,50,0.8,71,105,97,0,89.86,Moderately,8
437.2,12.3,2,49,0.6,75,87,81,2,81.36,Moderately,4
470.4,10.9,2,50,0.8,65,57,119,1,85.63,Moderately,6
409.9,11.9,3,49,0.7,45,108,111,3,81.63,Moderately,4
452.8,12.3,2,49,0.5,21,72,87,3,80.14,Moderately,3
411.2,11.8,2,49,0.7,41,77,95,3,79.72,Weekly,3
473.9,8.3,2,49,0.8,13,74,103,1,86.08,Moderately,6
430.5,12.6,2,49,0.7,28,95,90,2,81.45,Moderately,4
460.5,12,3,49,0.7,47,112,117,1,85.59,Moderately,6
450.7,9.2,2,50,0.7,21,79,96,2,82.04,Moderately,4
448.8,9,2,50,0.7,15,79,106,1,86.08,Moderately,6
442.5,7.4,2,50,0.6,61,69,113,2,84.01,Moderately,5
465.3,10.3,3,50,0.5,27,53,102,3,82.93,Moderately,5
466.2,11.2,3,50,0.5,11,50,105,2,84.83,Moderately,6
473,7.8,2,49,0.7,52,101,98,3,81.53,Moderately,4
419.3,10.7,3,49,0.6,70,93,100,3,80.73,Moderately,4
454.3,8.9,2,50,0.6,43,94,112,3,80.9,Moderately,4
410.9,9.2,2,49,0.6,55,83,82,3,79.89,Weekly,3
468.9,12.7,3,50,0.8,70,57,99,1,84.55,Moderately,6
408.4,7.7,2,49,0.6,69,114,87,2,82.99,Moderately,5
421.9,10.8,3,49,0.5,31,62,110,2,84.73,Moderately,6
447.6,8.5,3,50,0.8,38,63,118,0,91.71,Strongly,9
427.1,9.1,3,49,0.5,12,99,100,0,91.49,Strongly,9
474.4,9.9,2,50,0.8,78,57,117,1,85.69,Moderately,6
474.4,11.5,2,50,0.7,66,118,98,2,82.64,Moderately,5
456.8,9.1,2,50,0.6,26,108,105,1,85.32,Moderately,6
423.1,9.8,2,49,0.6,56,64,118,1,86.24,Moderately,6
437.7,8.5,3,50,0.8,15,111,85,1,86.06,Moderately,6
468.8,7.4,3,49,0.5,25,107,119,1,89.49,Moderately,8
467.6,11.2,3,50,0.7,76,106,99,0,89.48,Moderately,8
463.2,9.9,3,50,0.6,48,92,80,0,90.59,Strongly,8
462,11.4,3,50,0.6,15,70,83,0,89.62,Moderately,8
418.4,11.7,2,50,0.6,59,50,84,2,81.43,Moderately,4
461.2,7.1,2,49,0.8,55,58,108,0,89.75,Moderately,8
423.1,11.8,2,50,0.5,45,100,106,0,89.43,Moderately,8
427.5,8.9,3,49,0.5,11,81,81,1,85.97,Moderately,6
451.8,7.8,2,49,0.6,55,64,117,0,90.53,Strongly,8
400.5,10.8,3,50,0.7,31,116,100,0,89.55,Moderately,8
434.6,11.1,2,49,0.5,41,67,80,2,81.77,Moderately,4
475.1,12.4,2,50,0.6,51,111,86,0,89.75,Moderately,8
419.3,11.7,3,49,0.7,37,107,112,0,90.88,Strongly,8
427.3,12.8,2,50,0.5,36,59,109,1,85.91,Moderately,6
424.3,9.3,3,50,0.8,67,66,113,1,86.33,Moderately,6
417,10.9,3,49,0.7,17,89,108,0,90.06,Strongly,8
466.1,11,2,49,0.8,52,92,105,2,82.72,Moderately,5
458.3,9.1,2,50,0.5,50,102,102,0,90.02,Strongly,8
443.9,7,2,49,0.5,57,90,80,2,82.5,Moderately,5
433.7,11.8,3,49,0.5,42,109,109,1,86.14,Moderately,6
458.5,7.3,2,50,0.5,29,104,98,3,82.5,Moderately,5
412,11.8,2,49,0.7,68,115,103,0,89.73,Moderately,8
473.1,8,3,50,0.7,38,117,83,0,90.96,Strongly,9
441.8,9,2,49,0.6,16,63,95,2,82.37,Moderately,5
447.9,9.5,2,50,0.5,35,90,105,1,86.53,Moderately,7
455.6,10.1,3,50,0.6,21,104,83,0,90.81,Strongly,8
420,10.8,3,50,0.6,18,53,99,3,81.97,Moderately,4
400.5,10.2,3,49,0.5,55,117,82,3,80.62,Moderately,4
418.8,9.8,3,50,0.8,59,117,83,1,84.46,Moderately,6
415.1,9.7,2,50,0.8,43,56,92,1,84.19,Moderately,5
472,8,3,49,0.7,25,100,81,0,90.04,Strongly,8
418.6,8.7,3,50,0.7,57,53,82,1,85.83,Moderately,6
438.2,9.8,2,49,0.7,32,99,118,0,89.69,Moderately,8
400.9,12.6,3,50,0.7,12,116,117,2,82.61,Moderately,5
467.1,8.8,3,49,0.6,24,79,90,3,81.44,Moderately,4
425.8,7.3,3,50,0.7,71,60,91,2,82.71,Moderately,5
401.8,11.2,3,49,0.5,64,100,110,3,82.33,Moderately,4
453.3,11.1,2,50,0.7,63,87,110,3,81.06,Moderately,4
472.7,8.3,3,49,0.5,29,72,108,0,92.64,Strongly,9
415.7,11.5,2,49,0.8,28,97,90,1,84.06,Moderately,5
454.7,7.7,3,50,0.5,59,100,112,2,85.99,Moderately,6
461.3,9.8,3,49,0.8,65,76,93,2,82.16,Moderately,4
476.3,9.7,3,49,0.8,53,86,96,3,80.58,Moderately,4
423.3,9,3,50,0.6,25,105,117,0,91.43,Strongly,9
459.3,11.1,3,49,0.8,69,97,92,0,89.12,Moderately,8
415.7,10.3,2,50,0.6,39,70,87,0,89.88,Moderately,8
418.3,9.2,2,50,0.5,14,118,100,1,86.43,Moderately,7
408,11,2,49,0.7,33,77,107,2,81.84,Moderately,4
440,11.5,2,49,0.7,76,97,91,2,82.43,Moderately,5
401.6,7.2,2,49,0.7,74,66,102,3,81.37,Moderately,4
469.3,10.6,2,50,0.7,49,119,110,3,81.25,Moderately,4
479.8,10.7,3,50,0.8,64,70,110,2,83.5,Moderately,5
419.5,7.9,2,49,0.8,61,96,115,2,82.25,Moderately,4
444.9,12.2,3,50,0.7,47,98,94,0,89.25,Moderately,8
471.7,12.1,3,49,0.6,43,52,99,3,81.86,Moderately,4
437.5,10.9,3,50,0.7,40,52,114,1,86.57,Moderately,7
439.8,7.2,2,49,0.6,11,101,107,2,83.37,Moderately,5
473.1,12.8,2,50,0.8,66,75,85,3,80.41,Moderately,3
433.5,7.7,3,50,0.8,28,86,92,3,80.84,Moderately,4
455.7,7.4,3,49,0.7,40,73,81,3,81.92,Moderately,4
445.7,7.4,2,50,0.5,26,77,99,1,86.03,Moderately,6
459.9,12.9,2,49,0.6,20,75,88,1,84.37,Moderately,6
428.2,7.5,2,50,0.5,46,90,118,3,82.91,Moderately,5
412.9,9.1,3,50,0.5,25,81,80,1,85.56,Moderately,6
403.9,9.7,3,49,0.6,24,101,95,0,91.13,Strongly,9
411,10.8,2,50,0.7,31,117,93,0,88.76,Moderately,8
469.3,12.9,2,49,0.8,16,76,104,3,79.86,Weekly,3
413.2,11.1,2,50,0.5,50,94,89,0,89.03,Moderately,8
415.8,10.4,2,50,0.6,24,64,106,1,85.9,Moderately,6
478.6,10.2,2,50,0.6,16,55,93,1,85.89,Moderately,6
418.3,11.4,3,49,0.5,54,52,117,3,81.77,Moderately,4
429.6,11.1,3,49,0.5,32,63,87,1,85.47,Moderately,6
431.5,9.5,3,50,0.7,40,93,93,2,82.44,Moderately,5
430.4,7.9,2,50,0.7,27,90,98,0,90.47,Strongly,8
428.5,9.5,2,50,0.8,62,116,87,3,79.62,Weekly,3
424.5,8.2,2,50,0.8,15,83,95,2,82.92,Moderately,5
470.5,12.6,3,49,0.5,30,61,118,1,86.74,Moderately,7
409.4,7.7,3,50,0.5,64,50,100,3,81.99,Moderately,4
477.8,9.3,3,49,0.7,72,78,117,0,90.79,Strongly,8
466.7,12.4,2,49,0.8,58,88,83,1,83.91,Moderately,5
416,12.2,3,49,0.6,55,60,84,0,89.14,Moderately,8
405.5,8,2,49,0.5,55,90,119,3,81.59,Moderately,4
428.8,9.6,2,49,0.7,17,110,111,3,81.52,Moderately,4
430.1,11.2,2,50,0.6,37,101,113,0,90.45,Strongly,8
433.6,8.4,3,49,0.7,33,87,82,0,89.7,Moderately,8
464.5,11.1,3,50,0.6,41,93,115,2,83.39,Moderately,5
451.1,12,3,49,0.8,71,72,104,1,84.74,Moderately,6
455.1,10.6,3,49,0.6,15,90,99,1,85.89,Moderately,6
435.2,11.9,2,50,0.5,78,96,90,3,79.91,Weekly,3
444.8,7,3,49,0.6,61,99,92,3,82.71,Moderately,5
466.7,8.5,3,50,0.8,64,67,81,2,83.06,Moderately,5
422.5,9.5,3,49,0.6,45,96,86,2,83.51,Moderately,5
407.6,10.3,3,50,0.7,68,80,115,2,83.64,Moderately,5
416.4,12,2,49,0.7,66,54,96,2,81.44,Moderately,4
414.4,11.8,3,50,0.8,40,103,98,0,90.1,Strongly,8
457,10.2,2,50,0.6,77,104,119,3,81.62,Moderately,4
402,10,3,50,0.8,34,115,95,0,90.29,Strongly,8
448.4,11.2,2,50,0.8,49,110,82,2,81.27,Moderately,4
437.6,9.3,2,50,0.7,17,56,84,0,89.92,Moderately,8
428.8,10.3,3,49,0.7,62,63,81,0,89.09,Moderately,8
427.5,8.4,3,49,0.7,41,110,110,2,83.4,Moderately,5
402.6,7.9,2,49,0.6,78,89,116,1,85.41,Moderately,6
427.8,7.7,2,49,0.5,53,68,82,3,80.52,Moderately,4
403.3,8,2,50,0.6,26,74,90,3,80.35,Moderately,3
477.1,12.6,3,50,0.8,16,53,119,1,86.46,Moderately,7
478.3,8.3,2,49,0.8,72,77,116,2,83.37,Moderately,5
436,11.5,2,50,0.7,41,86,108,1,84.51,Moderately,6
458.3,12.8,2,49,0.8,57,95,111,3,79.8,Weekly,3
421.4,11,3,50,0.7,78,62,93,1,85.64,Moderately,6
427.6,9,2,49,0.6,47,71,98,0,89.44,Moderately,8
445.5,7.8,3,50,0.8,47,83,90,2,83.5,Moderately,5
447.1,10.3,3,50,0.8,68,61,115,3,80.73,Moderately,4
461.4,7.4,3,50,0.8,14,94,82,2,83.64,Moderately,5
428.6,7.7,3,49,0.6,31,92,84,2,84.07,Moderately,5
438.3,11.1,3,49,0.5,56,110,101,1,85.88,Moderately,6
432.6,10.9,3,49,0.7,42,97,116,3,81.12,Moderately,4
418,11.3,3,50,0.8,32,59,83,1,85.38,Moderately,6
426.2,11.2,3,50,0.8,53,91,100,3,80.19,Moderately,3
457.9,10.8,2,49,0.8,49,58,113,2,81.89,Moderately,4
442.8,11.7,3,50,0.5,38,111,87,2,83.58,Moderately,5
436.5,7.5,2,50,0.6,45,51,97,3,81.71,Moderately,4
450,8,3,50,0.6,15,105,80,1,86.74,Moderately,7
411.5,8,2,49,0.6,17,104,89,0,89.52,Moderately,8
476.7,9.1,2,49,0.8,45,115,108,0,89.37,Moderately,8
471.6,12.6,2,49,0.7,69,117,98,0,88.72,Moderately,8
430.3,11.8,2,49,0.5,51,112,84,1,85.42,Moderately,6
401,9.8,2,49,0.7,39,59,114,1,85.83,Moderately,6
452,7.3,3,50,0.7,45,65,91,3,81.22,Moderately,4
473.7,10.9,3,49,0.7,41,56,103,0,90,Strongly,8
429.1,11.3,2,49,0.8,46,61,119,2,82.87,Moderately,5
476.2,8.7,3,50,0.5,36,65,88,3,82.78,Moderately,5
459,10.8,2,49,0.7,31,108,94,2,81.77,Moderately,4
441.6,11.1,3,49,0.8,11,87,117,1,86.64,Moderately,7
444.8,11.3,2,49,0.8,26,59,94,3,80.74,Moderately,4
402.5,9,3,50,0.6,44,62,101,1,85.74,Moderately,6
402.3,9.8,3,50,0.5,62,87,85,1,85.25,Moderately,6
466.4,7.1,2,50,0.5,33,113,116,0,91.72,Strongly,9
